canonical_name,aliases,country_code,country_group,region,primary_role,current_or_last_team,is_active_roster,is_coach,is_featured_team,is_vct_cn_team,champions_titles,masters_titles,hero_top_3,data_as_of,source_url,source_checked_at,review_status
MONSTEERR,monsteerr|Ondřej Petrů,CZ,eastern_europe,emea,sentinel,Eintracht Frankfurt,true,false,false,false,0,0,Killjoy|Cypher|Viper,2026-08-03,https://www.vlr.gg/player/3127/monsteerr/,2026-08-03T00:00:00.000Z,approved
musashi,musashi|Alessio Xhaferi,DE,western_europe,emea,initiator,Eintracht Frankfurt,true,false,false,false,0,0,Sova|Fade|Raze,2026-08-03,https://www.vlr.gg/player/4325/musashi/,2026-08-03T00:00:00.000Z,approved
azury,azury|Luca Sammer,DE,western_europe,emea,flex,Eintracht Frankfurt,true,false,false,false,0,0,Viper|Killjoy|Cypher,2026-08-03,https://www.vlr.gg/player/4629/azury/,2026-08-03T00:00:00.000Z,approved
Fizzy,fizzy|David Figueiredo,PT,western_europe,emea,sentinel,Eintracht Frankfurt,true,false,false,false,0,0,Cypher|Killjoy|Omen,2026-08-03,https://www.vlr.gg/player/7660/fizzy/,2026-08-03T00:00:00.000Z,approved
Jamelinho213,jamelinho213|Ryad Bentot,FR,western_europe,emea,duelist,Eintracht Frankfurt,true,false,false,false,0,0,Neon|Waylay|Raze,2026-08-03,https://www.vlr.gg/player/57336/jamelinho213/,2026-08-03T00:00:00.000Z,approved
Meiy,meiy|Ibuki Seki,JP,east_asia,pacific,duelist,DetonatioN FocusMe,true,false,false,false,0,0,Jett|Raze|Neon,2026-08-03,https://www.vlr.gg/player/6672/meiy/,2026-08-03T00:00:00.000Z,approved
Akame,akame|Yu Gwang-hui (유광희),KR,east_asia,pacific,initiator,DetonatioN FocusMe,true,false,false,false,0,0,Sova|KAY/O|Raze,2026-08-03,https://www.vlr.gg/player/13002/akame/,2026-08-03T00:00:00.000Z,approved
SSeeS,ssees|Tomonori Okimura,JP,east_asia,pacific,controller,DetonatioN FocusMe,true,false,false,false,0,0,Omen|Astra|Viper,2026-08-03,https://www.vlr.gg/player/21438/ssees/,2026-08-03T00:00:00.000Z,approved
Caedye,caedye|Amon Mateus Okakura,JP,east_asia,pacific,flex,DetonatioN FocusMe,true,false,false,false,0,0,Viper|Cypher|Raze,2026-08-03,https://www.vlr.gg/player/29841/caedye/,2026-08-03T00:00:00.000Z,approved
yatsuka,yatsuka|Kazuya Ikeda,JP,east_asia,pacific,initiator,DetonatioN FocusMe,true,false,false,false,0,0,Sova|Yoru|Breach,2026-08-03,https://www.vlr.gg/player/29843/yatsuka/,2026-08-03T00:00:00.000Z,approved
free1ng,free1ng|No Ha-jun (노하준),KR,east_asia,pacific,sentinel,KIWOOM DRX,true,false,false,false,0,0,Cypher|Tejo|Killjoy,2026-08-03,https://www.vlr.gg/player/1916/free1ng/,2026-08-03T00:00:00.000Z,approved
BeYN,beyn|Kang Ha-bin (강하빈),KR,east_asia,pacific,initiator,KIWOOM DRX,true,false,false,false,0,0,Sova|Jett|Fade,2026-08-03,https://www.vlr.gg/player/4678/beyn/,2026-08-03T00:00:00.000Z,approved
HYUNMIN,hyunmin|Song Hyun-min (송현민),KR,east_asia,pacific,duelist,KIWOOM DRX,true,false,false,false,0,0,Jett|Raze|Neon,2026-08-03,https://www.vlr.gg/player/28400/hyunmin/,2026-08-03T00:00:00.000Z,approved
Flicker,flicker|Kim Tae-hee (김태희),KR,east_asia,pacific,duelist,KIWOOM DRX,true,false,false,false,0,0,Waylay|Sova|Yoru,2026-08-03,https://www.vlr.gg/player/51100/flicker/,2026-08-03T00:00:00.000Z,approved
Crws,crws|Thanamethk Mahatthananuyut,TH,southeast_asia,pacific,initiator,FULL SENSE,true,false,false,false,0,0,Breach|Omen|Skye,2026-08-03,https://www.vlr.gg/player/3977/crws/,2026-08-03T00:00:00.000Z,approved
Killua,killua|Tanate Teerasawad,TH,southeast_asia,pacific,flex,FULL SENSE,true,false,false,false,0,0,Jett|Sova|Fade,2026-08-03,https://www.vlr.gg/player/13784/killua/,2026-08-03T00:00:00.000Z,approved
JitBoyS,jitboys|Jittana Nokngam,TH,southeast_asia,pacific,sentinel,FULL SENSE,true,false,false,false,0,0,Killjoy|Cypher|Omen,2026-08-03,https://www.vlr.gg/player/13788/jitboys/,2026-08-03T00:00:00.000Z,approved
primmie,primmie|Papaphat Sriprapha,TH,southeast_asia,pacific,duelist,FULL SENSE,true,false,false,false,0,0,Jett|Yoru|Deadlock,2026-08-03,https://www.vlr.gg/player/25255/primmie/,2026-08-03T00:00:00.000Z,approved
seph1roth,seph1roth|Chinnakrit Phoojaroen,TH,southeast_asia,pacific,controller,FULL SENSE,true,false,false,false,0,0,Omen|Viper|Jett,2026-08-03,https://www.vlr.gg/player/27244/seph1roth/,2026-08-03T00:00:00.000Z,approved
Autumn,autumn|Kale Dunne,AU,oceania,pacific,flex,Global Esports,true,false,false,false,0,0,Jett|Cypher|Chamber,2026-08-03,https://www.vlr.gg/player/872/autumn/,2026-08-03T00:00:00.000Z,approved
UdoTan,udotan|Go Kyung-won (고경원),KR,east_asia,pacific,duelist,Global Esports,true,false,false,false,0,0,Jett|Raze|Neon,2026-08-03,https://www.vlr.gg/player/4428/udotan/,2026-08-03T00:00:00.000Z,approved
Kr1stal,kr1stal|Savva Fedorov,RU,eastern_europe,pacific,initiator,Global Esports,true,false,false,false,0,0,Sova|Fade|Jett,2026-08-03,https://www.vlr.gg/player/5796/kr1stal/,2026-08-03T00:00:00.000Z,approved
xavi8k,xavi8k|Xavier Juan,PH,southeast_asia,pacific,initiator,Global Esports,true,false,false,false,0,0,Breach|Sova|Raze,2026-08-03,https://www.vlr.gg/player/7754/xavi8k/,2026-08-03T00:00:00.000Z,approved
PatMen,patmen|Patrick Mendoza,PH,southeast_asia,pacific,flex,Global Esports,true,false,false,false,0,0,Fade|Viper|Killjoy,2026-08-03,https://www.vlr.gg/player/13744/patmen/,2026-08-03T00:00:00.000Z,approved
BuZz,buzz|Yu Byeong-cheol (유병철),KR,east_asia,pacific,duelist,T1,true,false,false,false,0,0,Jett|Raze|Neon,2026-08-03,https://www.vlr.gg/player/804/buzz/,2026-08-03T00:00:00.000Z,approved
Munchkin,munchkin|Byeon Sang-beom (변상범),KR,east_asia,pacific,flex,T1,true,false,false,false,0,0,Viper|KAY/O|Killjoy,2026-08-03,https://www.vlr.gg/player/2489/munchkin/,2026-08-03T00:00:00.000Z,approved
iZu,izu|Ham Woo-ju (함우주),KR,east_asia,pacific,duelist,T1,true,false,false,false,0,0,Yoru|Jett|Sova,2026-08-03,https://www.vlr.gg/player/29833/izu/,2026-08-03T00:00:00.000Z,approved
DH,dh|Kang Dong-ho (강동호),KR,east_asia,pacific,controller,T1,true,false,false,false,0,0,Omen|Cypher|Viper,2026-08-03,https://www.vlr.gg/player/43057/dh/,2026-08-03T00:00:00.000Z,approved
Sylvan,sylvan|Go Young-sup (고영섭),KR,east_asia,pacific,controller,Team Secret,true,false,false,false,0,0,Omen|Astra|Brimstone,2026-08-03,https://www.vlr.gg/player/4056/sylvan/,2026-08-03T00:00:00.000Z,approved
natz,natz|Jonathan Adiputra,ID,southeast_asia,pacific,sentinel,Team Secret,true,false,false,false,0,0,Cypher|Omen|Chamber,2026-08-03,https://www.vlr.gg/player/7049/natz/,2026-08-03T00:00:00.000Z,approved
skye,skye|Felipe Skye Lim,SG,southeast_asia,pacific,controller,Team Secret,true,false,false,false,0,0,Omen|Viper|Brimstone,2026-08-03,https://www.vlr.gg/player/7416/skye/,2026-08-03T00:00:00.000Z,approved
kellyS,kellys|Kelly Sedillo,PH,southeast_asia,pacific,duelist,Team Secret,true,false,false,false,0,0,Raze|KAY/O|Jett,2026-08-03,https://www.vlr.gg/player/7437/kellys/,2026-08-03T00:00:00.000Z,approved
STYRON,styron|Tidus Goh,SG,southeast_asia,pacific,initiator,Team Secret,true,false,false,false,0,0,Sova|Fade|Skye,2026-08-03,https://www.vlr.gg/player/11704/styron/,2026-08-03T00:00:00.000Z,approved
Zeus,zeus|Jhian Vega,PH,southeast_asia,pacific,duelist,Team Secret,true,false,false,false,0,0,Neon|Jett|Raze,2026-08-03,https://www.vlr.gg/player/46135/zeus/,2026-08-03T00:00:00.000Z,approved
eKo,eko|Yeom Wang-ryong (염왕룡),KR,east_asia,pacific,initiator,ZETA DIVISION,true,false,false,false,0,0,Sova|Neon|Fade,2026-08-03,https://www.vlr.gg/player/1960/eko/,2026-08-03T00:00:00.000Z,approved
SugarZ3ro,sugarz3ro|Shota Watanabe,JP,east_asia,pacific,controller,ZETA DIVISION,true,false,false,false,0,0,Omen|Astra|Viper,2026-08-03,https://www.vlr.gg/player/6668/sugarz3ro/,2026-08-03T00:00:00.000Z,approved
SyouTa,syouta|Shota Aoki,JP,east_asia,pacific,controller,ZETA DIVISION,true,false,false,false,0,0,Astra|Viper|Cypher,2026-08-03,https://www.vlr.gg/player/12990/syouta/,2026-08-03T00:00:00.000Z,approved
Xdll,xdll|Yuto Mizomori,JP,east_asia,pacific,initiator,ZETA DIVISION,true,false,false,false,0,0,Sova|Fade|Sage,2026-08-03,https://www.vlr.gg/player/25221/xdll/,2026-08-03T00:00:00.000Z,approved
Absol,absol|Kazuki Fujinoki,JP,east_asia,pacific,duelist,ZETA DIVISION,true,false,false,false,0,0,Jett|Neon|Yoru,2026-08-03,https://www.vlr.gg/player/34776/absol/,2026-08-03T00:00:00.000Z,approved
C1ndeR,c1nder|Ko Jae-hyuk (고재혁),KR,east_asia,pacific,flex,VARREL,true,false,false,false,0,0,Omen|Raze|Breach,2026-08-03,https://www.vlr.gg/player/2149/c1nder/,2026-08-03T00:00:00.000Z,approved
Klaus,klaus|Kim Min-hyuk (김민혁),KR,east_asia,pacific,sentinel,VARREL,true,false,false,false,0,0,Cypher|Vyse|Waylay,2026-08-03,https://www.vlr.gg/player/4426/klaus/,2026-08-03T00:00:00.000Z,approved
Foxy9,foxy9|Jung Jae-sung (정재성),KR,east_asia,pacific,sentinel,VARREL,true,false,false,false,0,0,Killjoy|Jett|Cypher,2026-08-03,https://www.vlr.gg/player/11600/foxy9/,2026-08-03T00:00:00.000Z,approved
oonzmlp,oonzmlp|Shin Sang-beom (신상범),KR,east_asia,pacific,controller,VARREL,true,false,false,false,0,0,Omen|Viper|Cypher,2026-08-03,https://www.vlr.gg/player/34926/oonzmlp/,2026-08-03T00:00:00.000Z,approved
Zexy,zexy|Jang Suk-hyun (장석현),KR,east_asia,pacific,duelist,VARREL,true,false,false,false,0,0,Jett|Neon|Raze,2026-08-03,https://www.vlr.gg/player/37532/zexy/,2026-08-03T00:00:00.000Z,approved
XuNa,xuna|Kim Tae-geon (김태건),KR,east_asia,pacific,initiator,VARREL,true,false,false,false,0,0,Sova|Fade|Tejo,2026-08-03,https://www.vlr.gg/player/42733/xuna/,2026-08-03T00:00:00.000Z,approved
Rb,rb|Goo Sang-min (구상민),KR,east_asia,pacific,duelist,Nongshim RedForce,true,false,false,false,0,0,Jett|Raze|Omen,2026-08-03,https://www.vlr.gg/player/488/rb/,2026-08-03T00:00:00.000Z,approved
Dambi,dambi|Lee Hyuk-kyu (이혁규),KR,east_asia,pacific,duelist,Nongshim RedForce,true,false,false,false,0,0,Neon|Raze|Waylay,2026-08-03,https://www.vlr.gg/player/31827/dambi/,2026-08-03T00:00:00.000Z,approved
Francis,francis|Kim Mu-bin (김무빈),KR,east_asia,pacific,flex,Nongshim RedForce,true,false,false,false,0,0,Yoru|Sova|Fade,2026-08-03,https://www.vlr.gg/player/31828/francis/,2026-08-03T00:00:00.000Z,approved
Ivy,ivy|Park Sung-hyeon (박성현),KR,east_asia,pacific,flex,Nongshim RedForce,true,false,false,false,0,0,Viper|Sova|Deadlock,2026-08-03,https://www.vlr.gg/player/31829/ivy/,2026-08-03T00:00:00.000Z,approved
Xross,xross|Jeonghwan (정환),KR,east_asia,pacific,duelist,Nongshim RedForce,true,false,false,false,0,0,Yoru|Phoenix|Fade,2026-08-03,https://www.vlr.gg/player/42772/xross/,2026-08-03T00:00:00.000Z,approved
